,merchant_abn,tags,take_rate,type,Total Revenue,Total Sales,Merchant Fraud,Consumer Fraud,Median Family Income,avg(seasonal_sales),avg(original_sales),Average Household Size,Unique Customers,Average Expected Revenue,Days with Sales
0,22184299297,"lawn, garden supply outlets, including nurseries",4.3,b,20537.80159307905,197,28.381483511560706,14.810840282732121,1895.5888324873097,6470.60152284264,6432.969543147209,2.4512690355329947,197,2.7366979658523674,170
1,32451620193,"furniture, home furnishings, equipment, manufacturers",5.92,a,595799.9841740411,2751,29.81667419201237,13.618131636029025,1979.6637586332242,6575.316466739373,6562.4391130498025,2.4586695747001093,2575,7.77156276367024,598
2,96161808980,"digital goods, books, movies, music",7.0,a,954177.5350928529,11228,29.121649739588044,15.62482590448782,1970.3817242607765,6526.158496615582,6517.382623797637,2.4529747060919123,8570,3.5469642561772754,606
3,99241925348,shoe,4.94,b,381353.2923501651,1154,32.75470203318477,14.070052618641501,1958.2227036395147,6454.3117850953195,6437.54896013865,2.4506065857885613,1112,9.465215737365712,512
4,76323008415,"artist supply, craft",4.41,b,583549.6654239468,646,36.76449653081086,13.058030859055602,1943.517027863777,6545.302321981424,6526.068266253869,2.4634674922600617,640,21.95847010168801,396
5,62464051354,"motor vehicle supplies, new parts",5.55,a,72333.39649219188,277,29.573929322722375,14.691651742592729,1947.043321299639,6468.276895306859,6470.462815884476,2.461732851985559,277,8.704204588249633,230
6,97903083009,"stationery, office supplies, printing, writing paper",5.7,a,528049.1463115576,858,28.902778765067712,12.120972027705005,1954.3298368298367,6374.194871794871,6345.3115384615385,2.4381118881118877,840,21.985518748313183,457
7,69327757904,"tent, awning",3.59,b,1185847.0275315484,1730,30.50441139417749,13.029832353205736,2006.1017341040463,6345.079768786129,6355.064046242775,2.464104046242775,1658,15.067997618464462,567
8,25035618251,"lawn, garden supply outlets, including nurseries",6.97,a,189783.45533135286,114,29.465440433399273,12.54579132768728,1940.1315789473683,6396.468421052632,6444.583333333334,2.392105263157895,113,71.88522222951102,103
9,41237771126,shoe,5.62,a,143553.87569165314,438,33.883281500834826,13.044009772903555,1970.6438356164383,6465.95296803653,6466.642009132418,2.4237442922374433,436,10.58802138204986,305
10,48196513465,shoe,6.93,a,122026.92605493362,275,33.417899584956714,14.38790105212618,1948.96,6485.372363636363,6474.240727272728,2.4672727272727273,273,17.578565790781692,227
11,99272161508,"hobby, toy, game",5.62,a,129854.8539068487,83,32.980223167885576,12.193598937464527,1968.132530120482,6269.675903614458,6191.8578313253,2.4216867469879517,83,52.04671297046372,78
12,74509504696,"cable, satellite, other pay television, radio",5.61,a,28260.0,180,28.510403219423292,13.852791566577546,1965.3277777777778,6422.186666666667,6428.708888888889,2.4622222222222216,180,5.42433594897453,152
13,12741443840,"equipment, tool, furniture, appliance rental, leasing",5.55,a,1165700.5389545981,381,33.00953131177766,12.647461325355552,1971.02624671916,6291.92598425197,6345.335958005249,2.478215223097113,373,98.61297201631717,283
14,42676690865,shoe,4.42,b,48165.88722989209,207,31.33478845643452,14.160068068332182,1928.9468599033817,6587.495652173912,6554.929951690821,2.413043478260869,206,6.067323427732203,173
15,68731179079,"equipment, tool, furniture, appliance rental, leasing",1.69,c,29283.67476230876,16,29.433919534512103,11.646522502584194,1976.75,6868.7375,7076.406250000001,2.45625,16,19.199345433677767,16
16,64609388293,shoe,6.01,a,28125.287328746526,57,37.2291741288227,13.179927016456169,2050.6315789473683,5934.059649122806,6049.478947368422,2.492982456140351,57,15.863117760710763,54
17,61547674285,"stationery, office supplies, printing, writing paper",0.62,d,36500.65284818617,54,28.891712629431115,12.562030188795577,2062.1481481481483,6059.033333333334,6045.131481481481,2.4611111111111112,54,2.6080542707242405,53
18,32821775372,"lawn, garden supply outlets, including nurseries",6.47,a,19916.91363654903,17,28.958006672076447,13.109769720795164,2240.6470588235293,7630.935294117647,7774.829411764705,2.564705882352941,17,47.393439286969965,17
19,73376110977,telecom,2.6,c,169050.56638747687,83,33.05244132603238,11.878738973435487,2052.5301204819275,6738.266265060241,6669.840963855422,2.410843373493976,83,30.709386498344795,77
20,21166782413,telecom,3.57,b,28421.511452227278,24,32.33488542391216,11.230406863665834,1941.125,6235.974999999999,6070.795833333334,2.466666666666667,24,25.298620520851358,24
21,38523766800,"furniture, home furnishings, equipment, manufacturers",5.94,a,6568.75398244361,5,29.51726546888694,12.2378664758054,1789.0,5884.639999999999,5811.000000000001,2.88,5,48.7220641869782,5
22,55306852930,"hobby, toy, game",5.0,b,17910.07536650409,30,29.970170277277855,13.222610656221095,1758.3666666666666,6386.633333333333,6363.570000000001,2.4666666666666663,30,17.929785909526164,30
23,46877655150,"books, periodicals, newspapers",4.97,b,988253.8926919047,2431,48.32561708398284,14.087559905234494,1978.5787741670094,6497.976511723574,6498.194158782395,2.471122994652407,2287,8.946866924879965,591
24,50321300271,"bicycle,",4.24,b,855296.6045044994,1663,40.419321057566414,12.944640209510599,1975.021046301864,6483.789957907397,6465.989597113653,2.446602525556223,1599,11.37974506235227,557
25,23540388582,"furniture, home furnishings, equipment, manufacturers",6.11,a,193206.9987434728,783,29.681745930184594,13.930203136809917,1964.015325670498,6583.812132822476,6552.33601532567,2.444827586206897,766,9.118088027195048,428
26,17965654828,"computer programming, data processing, integrated systems design",4.96,b,30579.373071620423,121,29.133053110073078,13.271675632082012,2020.7685950413222,6553.087603305785,6517.010743801653,2.503305785123967,120,7.705620389758629,113
27,26599529197,"digital goods, books, movies, music",3.91,b,198952.1463127667,3832,49.48363287755744,15.062595338499372,1991.9091858037577,6580.569754697289,6574.9270876826695,2.4575417536534467,3494,0.8739100882194175,602
28,41847933261,"watch, clock, jewelry repair",5.95,a,33262.123032147705,252,29.552503602413193,15.943209600613121,2033.142857142857,6612.10753968254,6611.058333333333,2.480555555555555,250,4.654252438725519,206
29,18440845368,"digital goods, books, movies, music",5.77,a,21644.02804246597,240,37.67801807412588,14.326277546479949,1994.8416666666667,6393.322916666667,6384.472083333333,2.4724999999999997,239,2.7821286123029907,199
30,93712553837,shoe,5.93,a,106118.74520098693,242,35.37080018823275,12.98572491748239,1997.0619834710744,6194.347933884298,6132.802479338843,2.476859504132231,241,14.589372573902828,198
31,20450624188,"watch, clock, jewelry repair",3.59,b,9532.65513997314,553,39.872668569674,14.599195768762828,2014.5985533453888,6441.566907775768,6417.821338155517,2.4629294755877034,544,0.3136940440879377,359
32,85722411612,"florists supplies, nursery stock, flowers",1.74,c,18587.086120686938,56,48.95215501804453,14.259299700002959,1939.732142857143,6681.391071428571,6703.966071428571,2.4732142857142856,56,2.5479836640865656,54
33,13839274306,"computers, computer peripheral equipment, software",6.0,a,834909.3639736789,13038,42.043943211676606,12.90292704207641,1980.4123331799356,6476.637536431943,6469.259733087886,2.457915324436262,9574,1.9300510235282988,606
34,60539272146,"antique, repairs, restoration",0.81,d,577976.4061285579,2693,39.92724722568388,15.055146123029411,1975.1682138878575,6444.782621611587,6447.577868548086,2.4640178239881183,2521,0.9004229999680698,596
35,92696023351,"computer programming, data processing, integrated systems design",5.02,b,481164.11433773313,1926,29.133053110073103,13.469860436492231,1973.3992731048806,6563.0820353063355,6571.506801661476,2.4697300103842155,1827,7.696203742034515,572
36,34744764368,"digital goods, books, movies, music",5.68,a,126882.64059976864,1487,30.568752282519387,13.92788065827481,1964.5285810356422,6325.348217888364,6343.859179556155,2.451445864156019,1430,2.8941763304053896,540
37,42420316138,"hobby, toy, game",5.99,a,49733.545531609816,30,33.78517984013282,12.999799326740185,1797.5,5881.803333333333,5868.713333333333,2.456666666666666,30,56.78829134326017,29
38,92068365770,"health, beauty spas",2.77,c,14285.819949024479,68,29.02805184653888,15.872070815100745,1941.6764705882354,5703.769117647059,5704.857352941176,2.3911764705882352,68,3.4959652214663883,63
39,23812588784,"watch, clock, jewelry repair",2.04,c,32871.6091701661,360,43.890271948189685,14.120504570009835,1916.7805555555556,6422.985555555555,6403.754166666667,2.4344444444444444,355,0.8897639788659888,280
40,43034165541,"computers, computer peripheral equipment, software",2.25,c,37683.7295644253,90,30.024291830924508,14.704327031923231,2043.8444444444444,6119.374444444444,6203.158888888889,2.4966666666666666,90,5.6258665664477485,83
41,70754621933,telecom,1.98,c,193741.9859915455,71,32.748581938355905,12.493769526520245,2019.2957746478874,6866.474647887324,6778.421126760563,2.4774647887323944,71,31.533495318119364,67
42,41877503091,"hobby, toy, game",4.11,b,13400.212197950972,9,29.92262249912642,11.014136914492353,1695.3333333333333,6922.388888888889,6813.166666666667,2.466666666666667,9,38.0260071976597,8
43,90909339288,"stationery, office supplies, printing, writing paper",3.06,c,10786.692787095148,18,28.95495141375561,13.147229752686535,2046.888888888889,6079.405555555556,5934.383333333334,2.4444444444444446,18,11.341561221882248,18
44,42142667769,"equipment, tool, furniture, appliance rental, leasing",6.79,a,49227.426423082856,14,29.756517340530767,13.139063857850614,2313.785714285714,7500.142857142857,7277.428571428572,2.407142857142857,14,143.2417646453021,14
45,72870379863,"watch, clock, jewelry repair",1.82,c,636055.0007351299,3660,45.23695610549668,14.019124732089402,1978.1021857923497,6540.127076502736,6537.527486338799,2.4593715846994533,3328,1.4914087098298952,602
46,55430629945,"gift, card, novelty, souvenir",4.84,b,381132.2941976129,5074,30.575844256299924,14.511927427494678,1985.8435159637368,6545.798167126531,6544.333701221915,2.4642096964919187,4479,2.1598272253426125,606
47,55123279982,"computer programming, data processing, integrated systems design",6.45,a,180550.45515119846,1767,29.125594847765772,13.916084753595003,1998.31013016412,6527.910922467458,6532.192812676854,2.4555178268251265,1690,4.013935690550846,567
48,31969420866,"computer programming, data processing, integrated systems design",2.69,c,500788.9275283885,2530,29.136192547669093,13.391526173259956,1997.0782608695652,6407.69363636364,6391.357865612647,2.4609881422924897,2388,3.2634971214833906,596
49,92265887651,"digital goods, books, movies, music",3.79,b,582867.715627723,8343,48.99969792299929,14.993592094850568,1965.853649766271,6533.184729713525,6519.141915378158,2.462363658156541,6816,1.1562011516847288,606
50,53620352987,"stationery, office supplies, printing, writing paper",2.36,c,572909.3031539924,961,28.925754358571538,12.689132618768703,1988.372528616025,6633.720291363163,6663.371592091573,2.478668054110302,942,8.743763113057021,479
51,83620670827,"cable, satellite, other pay television, radio",3.43,b,827492.664114775,10520,28.51087891023193,15.103748591037506,1967.065114068441,6494.506986692002,6485.681245247136,2.454277566539924,8153,1.6348332249252548,606
52,29216160692,"lawn, garden supply outlets, including nurseries",5.6,a,399150.83076595585,3728,30.983102867040543,13.48055542596059,1969.1343884120172,6478.175295064386,6464.023900214591,2.4556866952789695,3378,3.529313303426283,604
53,71910092040,"gift, card, novelty, souvenir",6.33,a,29379.13377065805,734,30.574356186957438,14.262315743494842,1958.226158038147,6402.748365122617,6367.533514986377,2.434196185286104,721,1.512104335719272,431
54,11437621158,"motor vehicle supplies, new parts",4.53,b,509690.43586735864,2002,29.55509499478737,12.96567436803506,1976.5724275724276,6461.470729270732,6448.121878121881,2.4508491508491494,1901,7.078416065783542,579
55,13571059405,"bicycle,",3.72,b,127376.69040976767,121,39.88426365822801,12.209191616043295,2058.6115702479337,6412.87438016529,6464.00909090909,2.4818181818181815,121,20.683792434467957,102
56,58866359477,"furniture, home furnishings, equipment, manufacturers",3.33,b,43420.15321652148,327,37.62395397391235,14.911731829219015,1965.165137614679,6464.660550458716,6504.475535168196,2.466666666666667,325,2.3983915800295295,254
57,69890387975,"artist supply, craft",2.62,c,34378.22393355317,120,28.69198428970409,13.71865955063773,1937.275,6545.972500000001,6449.430833333334,2.4466666666666668,120,4.63662727803552,110
58,65345485504,"cable, satellite, other pay television, radio",4.25,b,11147.0,71,28.504479048104585,15.021766076497487,1912.8591549295775,6330.2535211267605,6298.5098591549295,2.4873239436619716,71,4.05391948109919,68
59,94419910973,"watch, clock, jewelry repair",6.84,a,22266.896279884288,158,29.17457502435902,14.309130785655219,2007.4430379746836,6751.572151898735,6677.693670886077,2.4569620253164555,158,5.850784756631271,139
60,99807059634,"art dealers, galleries",3.16,b,35306.985406845175,11,32.20453144252294,12.690583291011107,2156.181818181818,5650.4,5792.8727272727265,2.627272727272727,11,59.23717618418323,11
61,78433042891,"books, periodicals, newspapers",5.88,a,21614.835642517122,46,46.69724616666713,14.390437333424238,2085.608695652174,6171.534782608695,6059.410869565219,2.3326086956521737,46,12.642412719066789,44
62,64033337945,"lawn, garden supply outlets, including nurseries",3.67,b,13947.613990724158,40,28.57479491317642,13.819348643734127,2013.175,6528.199999999999,6630.6975,2.4375,40,7.910843460971402,38
63,64931596817,"music, musical instruments, pianos, sheet music",3.22,b,9355.898562538492,98,31.304565378233494,12.9365840871013,2014.530612244898,6674.474489795918,6670.115306122449,2.4336734693877546,98,1.8363211576063616,93
64,60061618643,"computer programming, data processing, integrated systems design",6.94,a,8970.717731937306,78,29.12580915542635,12.950907655012422,1954.0897435897436,6799.50641025641,6887.385897435898,2.4064102564102563,78,4.920600282317823,68
65,90494976499,"furniture, home furnishings, equipment, manufacturers",6.19,a,31125.619548070474,14,29.59937712348974,12.230049758280376,1671.642857142857,6210.950000000002,6345.728571428573,2.435714285714286,14,85.20280955607267,14
66,14522297874,"books, periodicals, newspapers",3.13,b,26405.266819172222,74,42.6001030035234,14.269969385822012,1926.9594594594594,5931.089189189188,5929.195945945946,2.443243243243243,74,5.392236021772055,65
67,98472033309,"opticians, optical goods, eyeglasses",4.74,b,434975.44639839453,9648,28.575084094700358,15.586651264890126,1974.9307628524045,6549.737458540618,6541.496538142609,2.451741293532341,7644,1.2881821339815085,606
68,99514198047,"computers, computer peripheral equipment, software",1.37,d,1183555.0462357702,2374,30.01846804308574,14.697065351844024,1991.0956192080876,6443.317607413651,6427.270345408597,2.4559814658803707,2241,4.086698926544981,590
69,67283489810,"music, musical instruments, pianos, sheet music",1.07,d,788093.4760082292,2373,36.500508007471154,12.629469965454271,2008.2802359882005,6555.762621154659,6527.081879477457,2.4697008006742514,2233,2.016138198111987,585
70,73528552702,"stationery, office supplies, printing, writing paper",3.09,c,95682.91994808888,350,28.916755959544055,14.285491830128018,2033.12,6618.411714285715,6631.527142857143,2.451714285714286,346,5.19052704552565,265
71,23092329041,"artist supply, craft",6.29,a,816015.5387335805,1111,33.66319941918386,14.242545922104012,1978.084608460846,6452.365976597659,6482.628352835283,2.454095409540954,1073,26.283857945905208,485
72,44069268193,"computer programming, data processing, integrated systems design",1.67,c,68745.33193936056,441,29.12813765580295,13.676729676902022,1971.3945578231292,6624.106575963719,6608.124263038549,2.467800453514739,437,1.593411623873478,315
73,45567605014,"motor vehicle supplies, new parts",3.13,b,996753.1292117622,681,29.809839010687245,13.478093234826167,2004.2129221732746,6626.662848751835,6630.822760646109,2.4372980910425843,671,27.51910571038641,419
74,88630093420,shoe,6.3,a,165266.04758552276,509,33.54882649711064,13.401373322942625,1962.6895874263262,6450.113948919451,6429.708644400786,2.446365422396857,504,11.732429244738823,340
75,48807515867,"computers, computer peripheral equipment, software",3.8,b,32773.30589493039,66,30.0242918309245,14.157034979385514,1921.090909090909,6384.537878787879,6350.213636363636,2.4515151515151516,66,11.348153693795798,63
76,99378147610,"lawn, garden supply outlets, including nurseries",6.33,a,154038.93338978454,103,30.16199793054642,12.714006005471044,1927.2233009708739,6181.4126213592235,6126.923300970873,2.3776699029126216,102,57.279197651692776,94
77,19401969640,"art dealers, galleries",3.9,b,16656.30514315091,9,33.750511975942395,11.199068424653076,1908.5555555555557,6122.411111111111,6308.0888888888885,2.4555555555555557,9,43.15132145111233,9
78,77690613296,"furniture, home furnishings, equipment, manufacturers",4.37,b,902110.5749970414,5275,29.539733207182984,14.965991332711083,1963.6775355450236,6374.821175355451,6362.277497630327,2.452151658767773,4636,4.457005610532657,605
79,86741096013,"motor vehicle supplies, new parts",3.33,b,26966.60224689376,152,29.565341064590903,13.883458866110901,1950.1315789473683,6324.521710526316,6339.569736842105,2.5065789473684212,150,3.5906736179935526,134
80,92681936901,"motor vehicle supplies, new parts",2.08,c,1059091.7067811117,4184,29.029589726501555,13.684863309042031,1981.1730401529637,6479.027915869983,6479.482098470364,2.4640057361376675,3742,3.2193806795942943,604
81,39260384047,"computers, computer peripheral equipment, software",4.33,b,131212.95920543539,662,30.019186968974456,13.782945070480661,1993.0513595166162,6551.153927492446,6513.100453172204,2.475377643504532,648,5.179123225587353,401
82,32812230887,"bicycle,",4.76,b,107168.99360720193,978,40.27066202395633,14.064032193497999,2015.7505112474437,6628.772392638036,6636.350511247443,2.4738241308793456,955,2.679854534736715,476
83,34530907184,"music, musical instruments, pianos, sheet music",6.61,a,14232.24928688238,34,28.56631110542295,13.551874392801835,1865.8529411764705,6780.414705882354,6743.297058823529,2.523529411764706,34,17.161800698584017,31
84,94801884806,"stationery, office supplies, printing, writing paper",3.34,b,114181.66134702634,412,28.89589806009752,12.977591737960845,1966.504854368932,6395.187378640777,6382.47354368932,2.4774271844660194,409,5.726407867780253,307
85,62074083335,"computer programming, data processing, integrated systems design",6.76,a,172344.24269799935,667,29.123757714135536,13.187171792274723,1955.289355322339,6268.808395802097,6268.902098950524,2.483808095952024,654,10.774213488410776,415
86,86681981623,"computers, computer peripheral equipment, software",4.02,b,29701.22466605331,96,30.021405443730888,13.853337431716314,1855.2395833333333,6535.173958333333,6556.560416666667,2.355208333333333,96,7.498910834752649,83
87,31420388495,"lawn, garden supply outlets, including nurseries",2.22,c,176063.9027767016,654,28.489316798411153,14.829694820760782,1978.3333333333333,6540.32996941896,6525.470948012233,2.466666666666667,645,3.6417878658232095,392
88,62981190818,"computers, computer peripheral equipment, software",6.76,a,32948.11150321904,138,40.25714279768672,13.979966646658545,1949.340579710145,6383.967391304348,6330.136956521739,2.473913043478261,138,8.184095126325502,121
89,49715970676,"furniture, home furnishings, equipment, manufacturers",3.12,b,247890.94459482396,112,37.9473767823041,13.116045853767515,1921.267857142857,6694.8892857142855,6596.546428571429,2.528571428571429,111,38.161698834799736,103
90,56519940783,"watch, clock, jewelry repair",1.9,c,25009.37689736473,224,43.99743555248373,14.182616637172107,1977.5625,6373.176785714287,6319.692410714286,2.425446428571429,223,1.0279690471649763,188
91,84448198573,"equipment, tool, furniture, appliance rental, leasing",2.32,c,62361.7377420331,20,30.35265850015542,12.351031418534955,1909.6,6925.344999999999,6790.155000000001,2.36,20,43.398588776941416,20
92,17799557745,telecom,4.77,b,16774.89235594144,16,30.99909650526908,12.360984670330849,2100.5,6653.825000000001,6685.13125,2.3812499999999996,16,29.879420499915057,15
93,55586008544,"stationery, office supplies, printing, writing paper",2.66,c,99603.77118404374,182,28.928732155726955,13.657624223297159,1906.456043956044,7022.954945054947,6988.643406593405,2.469230769230769,181,8.951909175282342,155
94,17684250719,"health, beauty spas",4.13,b,64881.49540583516,633,41.35979932831548,14.014633525266882,1997.5071090047393,6382.138862559243,6349.767614533965,2.4835703001579783,612,2.0918859292673173,394
95,26556866679,"furniture, home furnishings, equipment, manufacturers",4.26,b,353311.93347741064,4161,29.537240793570433,15.287124383217536,1978.293919730834,6335.665921653454,6322.3490507089655,2.4550348473924535,3754,2.1674844966862894,605
96,80269355438,"hobby, toy, game",3.31,b,145918.13991669018,134,31.609901208529873,11.68256740231567,1927.94776119403,6951.604477611941,7009.29776119403,2.4970149253731346,134,21.759551469783727,117
97,47721432444,"gift, card, novelty, souvenir",5.52,a,139265.9845885053,1243,30.579032159006342,13.929806746751703,1980.5478680611425,6610.161625100562,6612.469428801287,2.450281576830249,1215,3.693165625532936,517
98,42672975886,"lawn, garden supply outlets, including nurseries",6.29,a,41738.754032621604,235,28.506714748337988,14.424825915071091,2002.5446808510637,6149.285531914894,6118.664680851062,2.468510638297872,232,6.848604150956039,192
